"gameId","platformId","gameCreation","gameDuration","queueId","mapId","seasonId","gameVersion","gameMode","gameType","teams__teamId","teams__win","teams__firstBlood","teams__firstTower","teams__firstInhibitor","teams__firstBaron","teams__firstDragon","teams__firstRiftHerald","teams__towerKills","teams__inhibitorKills","teams__baronKills","teams__dragonKills","teams__vilemawKills","teams__riftHeraldKills","teams__dominionVictoryScore","teams__bans__championId","teams__bans__pickTurn","participants__participantId","participants__teamId","participants__championId","participants__spell1Id","participants__spell2Id","participants__highestAchievedSeasonTier","participants__stats__participantId","participants__stats__win","participants__stats__item0","participants__stats__item1","participants__stats__item2","participants__stats__item3","participants__stats__item4","participants__stats__item5","participants__stats__item6","participants__stats__kills","participants__stats__deaths","participants__stats__assists","participants__stats__largestKillingSpree","participants__stats__largestMultiKill","participants__stats__killingSprees","participants__stats__longestTimeSpentLiving","participants__stats__doubleKills","participants__stats__tripleKills","participants__stats__quadraKills","participants__stats__pentaKills","participants__stats__unrealKills","participants__stats__totalDamageDealt","participants__stats__magicDamageDealt","participants__stats__physicalDamageDealt","participants__stats__trueDamageDealt","participants__stats__largestCriticalStrike","participants__stats__totalDamageDealtToChampions","participants__stats__magicDamageDealtToChampions","participants__stats__physicalDamageDealtToChampions","participants__stats__trueDamageDealtToChampions","participants__stats__totalHeal","participants__stats__totalUnitsHealed","participants__stats__damageSelfMitigated","participants__stats__damageDealtToObjectives","participants__stats__damageDealtToTurrets","participants__stats__visionScore","participants__stats__timeCCingOthers","participants__stats__totalDamageTaken","participants__stats__magicalDamageTaken","participants__stats__physicalDamageTaken","participants__stats__trueDamageTaken","participants__stats__goldEarned","participants__stats__goldSpent","participants__stats__turretKills","participants__stats__inhibitorKills","participants__stats__totalMinionsKilled","participants__stats__neutralMinionsKilled","participants__stats__neutralMinionsKilledTeamJungle","participants__stats__neutralMinionsKilledEnemyJungle","participants__stats__totalTimeCrowdControlDealt","participants__stats__champLevel","participants__stats__visionWardsBoughtInGame","participants__stats__sightWardsBoughtInGame","participants__stats__wardsPlaced","participants__stats__wardsKilled","participants__stats__firstBloodKill","participants__stats__firstBloodAssist","participants__stats__firstTowerKill","participants__stats__firstTowerAssist","participants__stats__combatPlayerScore","participants__stats__objectivePlayerScore","participants__stats__totalPlayerScore","participants__stats__totalScoreRank","participants__stats__playerScore0","participants__stats__playerScore1","participants__stats__playerScore2","participants__stats__playerScore3","participants__stats__playerScore4","participants__stats__playerScore5","participants__stats__playerScore6","participants__stats__playerScore7","participants__stats__playerScore8","participants__stats__playerScore9","participants__stats__perk0","participants__stats__perk0Var1","participants__stats__perk0Var2","participants__stats__perk0Var3","participants__stats__perk1","participants__stats__perk1Var1","participants__stats__perk1Var2","participants__stats__perk1Var3","participants__stats__perk2","participants__stats__perk2Var1","participants__stats__perk2Var2","participants__stats__perk2Var3","participants__stats__perk3","participants__stats__perk3Var1","participants__stats__perk3Var2","participants__stats__perk3Var3","participants__stats__perk4","participants__stats__perk4Var1","participants__stats__perk4Var2","participants__stats__perk4Var3","participants__stats__perk5","participants__stats__perk5Var1","participants__stats__perk5Var2","participants__stats__perk5Var3","participants__stats__perkPrimaryStyle","participants__stats__perkSubStyle","participants__stats__statPerk0","participants__stats__statPerk1","participants__stats__statPerk2","participants__timeline__participantId","participants__timeline__|","participants__timeline__|__0-10","participants__timeline__role","participants__timeline__lane","participants__champion","participants__playerName"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","damageTakenPerMinDeltas","631.4000000000001","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","damageTakenDiffPerMinDeltas","39.98000000000003","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","8","200","7","4","14","SILVER","8","False","2033","3285","0","1001","0","0","3340","2","4","1","2","2","1","410","1","0","0","0","0","28825","21738","6825","262","0","6896","5827","806","262","228","1","2726","0","0","11","8","9551","3911","3992","1646","5171","4075","0","0","64","0","0","0","10","10","1","0","6","2","False","False","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8112","527","0","0","8143","212","0","0","8138","6","0","0","8135","317","2","0","8226","250","136","0","8210","0","0","0","8100","8200","5007","5008","5003","8","creepsPerMinDeltas","3.9000000000000004","DUO_SUPPORT","NONE","Leblanc","TSM Sicko Mode"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","xpPerMinDeltas","374","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","goldPerMinDeltas","185.5","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","csDiffPerMinDeltas","-0.26","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","xpDiffPerMinDeltas","-40.15999999999998","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","damageTakenPerMinDeltas","415.7","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","damageTakenDiffPerMinDeltas","39.98000000000003","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","9","200","81","7","4","GOLD","9","False","2031","2422","1055","3004","3057","3024","3340","1","6","5","0","1","0","454","0","0","0","0","0","33321","3080","24170","6070","0","6267","1991","4275","0","591","2","3406","0","0","7","0","9168","1786","7039","342","5229","5000","0","0","68","0","0","0","0","9","0","0","6","0","False","False","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8359","450","10","0","8304","9","4","5","8321","4","0","0","8347","0","0","0","8226","250","118","0","8210","0","0","0","8300","8200","5008","5008","5002","9","creepsPerMinDeltas","3.9000000000000004","DUO_SUPPORT","NONE","Ezreal","RaNdoMxV2"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","xpPerMinDeltas","260","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","goldPerMinDeltas","235.60000000000002","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","csDiffPerMinDeltas","-0.26","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","xpDiffPerMinDeltas","-40.15999999999998","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","damageTakenPerMinDeltas","345","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","damageTakenDiffPerMinDeltas","39.98000000000003","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","10","200","89","4","14","SILVER","10","False","3097","3050","3117","1028","0","0","3364","3","2","4","3","2","1","562","1","0","0","0","0","16427","6977","5322","4127","0","3815","1751","1676","388","711","4","8338","0","0","9","21","6962","1748","4447","766","4430","4275","0","0","26","0","0","0","40","9","1","0","6","0","False","False","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8439","307","0","0","8446","0","0","0","8429","43","17","13","8451","104","0","0","8304","9","4","5","8347","0","0","0","8400","8300","5007","5002","5001","10","creepsPerMinDeltas","1.4","DUO_SUPPORT","NONE","Leona","Aoife of Shadows"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","xpPerMinDeltas","272.8","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","goldPerMinDeltas","229.10000000000002","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","csDiffPerMinDeltas","-0.26","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","xpDiffPerMinDeltas","-40.15999999999998","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","damageTakenPerMinDeltas","287","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","damageTakenDiffPerMinDeltas","39.98000000000003","","","",""
